"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Post","count_Prac","count_Prac_Count_1","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_C","count_Start_E","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac_1","count_Target_response_wrong_Prac_1","count_Trial_logger","count_Welcome_PP_C","count_Welcome_PP_E","count_postdata_C","count_postdata_E","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","gender","height","keyboard_backend","language1","language2","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","month","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_C","response_Start_E","response_Target_response_Prac","response_Welcome_PP_C","response_Welcome_PP_E","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_C","response_time_Start_E","response_time_Target_response_Prac","response_time_Welcome_PP_C","response_time_Welcome_PP_E","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Post","time_Prac","time_Prac_Count_1","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_C","time_Start_E","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac_1","time_Target_response_wrong_Prac_1","time_Trial_logger","time_Welcome_PP_C","time_Welcome_PP_E","time_postdata_C","time_postdata_E","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","year"
"F","100","F","F","PP_LIST2.csv","mitten.jpg","needle.jpg","70.5882352941","70.5882352941","406.647058824","406.647058824","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","10","10","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","273","NA","NA","273","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","42659","25629","17415","27272","43164","42657","16609","28086","43164","42064","NA","43439","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","43939","NA","16610","NA","5385","Orientation_PSA2018","12","6913","17","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","stove.jpg","ftball.jpg","66.6666666667","66.6666666667","397.333333333","397.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","11","11","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","239","NA","NA","239","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","44039","25629","17415","27272","44542","44037","16609","28086","44542","42064","NA","44783","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","45283","NA","16610","NA","5385","Orientation_PSA2018","12","7152","18","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","trmpet.jpg","tapedispenser.jpg","63.1578947368","63.1578947368","391.157894737","391.157894737","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","12","12","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","280","NA","NA","280","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","45378","25629","17415","27272","45883","45377","16609","28086","45883","42064","NA","46164","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","46664","NA","16610","NA","5385","Orientation_PSA2018","12","7432","19","yes","1024","2002"
"N","100","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","65","65","382.3","382.3","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","13","13","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","214","NA","NA","214","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","46784","25629","17415","27272","47285","46783","16609","28086","47285","47501","NA","46164","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","48001","NA","16610","NA","5385","Orientation_PSA2018","13","7646","20","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","nut.jpg","watch.jpg","61.9047619048","61.9047619048","376.476190476","376.476190476","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","14","14","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","260","NA","NA","260","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","48088","25629","17415","27272","48593","48086","16609","28086","48593","47501","NA","48855","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","49355","NA","16610","NA","5385","Orientation_PSA2018","13","7906","21","yes","1024","2002"
"Y","100","V","V","PP_LIST2.csv","bottleV.jpg","bottleV.jpg","63.6363636364","63.6363636364","372.863636364","372.863636364","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","15","15","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","297","NA","NA","297","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","49452","25629","17415","27272","49953","49451","16609","28086","49953","50251","NA","48855","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","50751","NA","16610","NA","5385","Orientation_PSA2018","14","8203","22","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","couch.jpg","spider.jpg","60.8695652174","60.8695652174","363.043478261","363.043478261","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","16","16","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","147","NA","NA","147","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","50850","25629","17415","27272","51351","50849","16609","28086","51352","50251","NA","51501","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","52001","NA","16610","NA","5385","Orientation_PSA2018","14","8350","23","yes","1024","2002"
"N","100","V","H","PP_LIST2.csv","guitarV.jpg","guitarH.jpg","62.5","62.5","363.791666667","363.791666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","17","17","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","381","NA","NA","381","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","52097","25629","17415","27272","52602","52096","16609","28086","52602","52985","NA","51501","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","53485","NA","16610","NA","5385","Orientation_PSA2018","15","8731","24","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","house.jpg","ring.jpg","60","60","360.4","360.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","18","18","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","279","NA","NA","279","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","53588","25629","17415","27272","54089","53586","16609","28086","54089","52985","NA","54371","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","54871","NA","16610","NA","5385","Orientation_PSA2018","15","9010","25","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","piano.jpg","sutcse.jpg","57.6923076923","57.6923076923","357.230769231","357.230769231","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","19","19","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","278","NA","NA","278","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","54969","25629","17415","27272","55474","54967","16609","28086","55474","52985","NA","55754","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","56255","NA","16610","NA","5385","Orientation_PSA2018","15","9288","26","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","umberella.jpg","flower.jpg","55.5555555556","55.5555555556","357.518518519","357.518518519","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","20","20","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","365","NA","NA","365","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","56363","25629","17415","27272","56868","56361","16609","28086","56868","52985","NA","57235","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","57735","NA","16610","NA","5385","Orientation_PSA2018","15","9653","27","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","ring.jpg","stove.jpg","53.5714285714","53.5714285714","360.071428571","360.071428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","21","0","21","5","0","0","21","21","0","0","21","21","21","21","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","21","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","21","21","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","429","NA","NA","429","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","57834","25629","17415","27272","58335","57833","16609","28086","58335","52985","NA","58766","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","59266","NA","16610","NA","5385","Orientation_PSA2018","15","10082","28","yes","1024","2002"
"Y","100","V","V","PP_LIST2.csv","axeV.jpg","axeV.jpg","55.1724137931","55.1724137931","361.310344828","361.310344828","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","22","0","22","5","0","0","22","22","0","0","22","22","22","22","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","22","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","22","22","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","396","NA","NA","396","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","59362","25629","17415","27272","59866","59360","16609","28086","59866","60265","NA","58766","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","60765","NA","16610","NA","5385","Orientation_PSA2018","16","10478","29","yes","1024","2002"
"N","100","V","H","PP_LIST2.csv","pencilV.jpg","pencilH.jpg","56.6666666667","56.6666666667","367.033333333","367.033333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","23","0","23","5","0","0","23","23","0","0","23","23","23","23","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","23","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","23","23","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","533","NA","NA","533","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","NA","NA","28085","60865","25629","17415","27272","61366","60864","16609","28086","61366","61901","NA","58766","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","62401","NA","16610","NA","5385","Orientation_PSA2018","17","11011","30","yes","1024","2002"
"Y","100","H","H","PP_LIST2.csv","saltH.jpg","saltH.jpg","100","100","738","738","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","24","0","24","5","0","0","24","24","0","0","24","24","24","24","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","24","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","24","24","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","738","787","NA","738","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","62443","NA","28085","63312","25629","17415","27272","63816","63311","16609","28086","63817","64556","NA","58766","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","65057","NA","16610","NA","5385","Orientation_PSA2018","1","738","1","yes","1024","2002"
"N","100","H","V","PP_LIST2.csv","flashH.jpg","flashV.jpg","100","100","597.5","597.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","25","0","25","5","0","0","25","25","0","0","25","25","25","25","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","25","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","25","25","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","457","787","NA","457","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","62443","NA","28085","65163","25629","17415","27272","65665","65162","16609","28086","65665","66124","NA","58766","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","66624","NA","16610","NA","5385","Orientation_PSA2018","2","1195","2","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","tapedispenser.jpg","wrench.jpg","66.6666666667","66.6666666667","505.666666667","505.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","26","0","26","5","0","0","26","26","0","0","26","26","26","26","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","26","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","26","26","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","322","787","NA","322","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","62443","NA","28085","66719","25629","17415","27272","67224","66717","16609","28086","67224","66124","NA","67548","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","68048","NA","16610","NA","5385","Orientation_PSA2018","2","1517","3","yes","1024","2002"
"F","100","F","F","PP_LIST2.csv","wndmil.jpg","mitten.jpg","50","50","457.75","457.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","27","0","27","5","0","0","27","27","0","0","27","27","27","27","NA","0","5","0","5","0","0","0","0","0","5","5","5","5","5","27","0","0","0","0","02/08/19 23:00:56","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","27","27","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-2.csv","11","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","314","787","NA","314","NA","802","606","NA","796","2","legacy","1024","2","48000","-16","EXP","2","even","NA","16608","1255","1259","4010","16599","16599","62443","NA","28085","68151","25629","17415","27272","68652","68150","16609","28086","68652","66124","NA","68968","NA","17415","27243","17428","25628","17428","17427","17415","NA","27274","26135","26135","26743","NA","NA","69468","NA","16610","NA","5385","Orientation_PSA2018","2","1831","4","yes","1024","2002"
